-59,76
3,69
-26,-54
-79,-88
-72,43
-23,-95
66,44
12,-11
81,-17
-97,-91
-70,32
-17,53
-9,21
35,-77
-80,97
-80,-82
-2,-19
-40,-87
40,69
51,-55
61,-7
67,83
86,-59
-34,-27
13,-66
-80,7
0,95
38,96
-20,-7
93,75
-45,-80
-20,-67
-13,57
96,-2
69,36
10,-13
-89,-4
-51,-26
32,47
-28,31
32,61
65,-45
-37,82
42,40
-38,78
-40,-22
4,-33
10,-69
-62,-28
-85,-41
-91,61
-84,11
92,-19
8,-5
16,-25
97,-98
91,78
-61,-100
-56,-4
-28,-70
-33,-76
16,44
-56,-56
38,-3
-89,93
-86,45
-43,-84
-3,-87
53,-59
18,-19
81,-74
-85,32
-29,-35
-51,10
1,-4
91,-78
70,66
32,-77
-4,-71
-31,-53
24,28
-13,-65
-59,-49
-42,-79
85,-71
-60,-17
28,66
74,2
-88,-16
71,63
-60,11
-47,90
-13,100
-34,70
-63,-35
10,-81
26,72
19,-91
-61,85
0,-33
-62,79
-59,65
-2,-77
-63,100
-15,53
94,54
-85,-53
15,40
80,84
-22,-28
72,80
69,-44
-89,-25
92,86
-22,-2
25,-95
-8,-5
-30,-78
71,5
-54,-69
-92,-41
0,10
19,61
17,75
-39,-46
22,-79
52,56
-73,34
-69,-38
82,-8
21,-58
26,-91
73,-61
-29,59
72,-29
40,35
54,-32
-50,-41
88,-2
-1,36
73,-85
35,41
80,42
78,33
-38,-66
54,-30
-25,-61
84,79
49,44
94,4
-23,74
57,50
19,3
-83,-33
-96,-35
96,71
-90,35
-41,62
99,-33
-96,-33
-63,51
68,-15
93,-20
-19,15
46,-75
67,-99
94,-94
-76,-57
61,69
58,-98
-8,-66
-70,54
8,55
-77,-59
-8,-82
81,-39
29,-57
-21,24
-19,22
-6,51
8,49
18,-86
85,52
62,8
68,25
-76,64
22,47
21,-28
-48,-17
58,49
-6,-44
-31,55
52,-93
46,93
-32,-4
89,46
-49,-41
75,31
-50,57
-19,37
-15,10
55,-45
7,16
-13,-62
-32,90
79,-21
76,-88
36,15
69,-77
97,11
-51,-4
-82,-44
-88,67
-50,42
37,31
100,-39
-8,19
2,-80
100,-75
-66,-20
-87,-68
-98,-56
-51,-12
40,-74
-18,17
-20,15
-56,87
46,72
-15,55
-45,-19
33,58
-87,23
-86,-63
87,98
6,17
66,34
-90,-86
29,-23
84,-55
29,-16
-57,-99
-82,-30
-70,-98
-88,0
-99,70
-3,79
-32,-12
23,-26
19,96
45,64
-42,-81
72,-24
-95,-75
-33,-82
80,-80
-52,-87
-58,-50
-62,-45
16,48
70,61
47,-75
-36,-9
24,43
-80,95
29,-93
-8,-3
-39,13
-55,-17
-92,-87
3,37
89,17
29,-52
9,8
57,62
72,96
-58,-96
30,-87
-46,1
-82,11
-16,-9
92,56
51,-85
-68,58
-30,-38
-46,-97
28,22
2,-91
9,43
27,-12
86,7
94,-22
67,87
-79,-12
51,-2
-80,49
95,-29
7,78
-83,35
-48,-26
-88,-68
-64,-21
-72,-25
53,37
-95,82
-82,76
30,-75
32,12
69,89
33,-29
-71,-98
29,84
26,78
28,-4
-98,-1
42,59
57,32
-23,-95
-26,24
23,16
44,52
56,-90
91,-33
-29,73
55,-93
-88,-42
73,43
4,13
41,57
43,96
-100,77
-39,-30
-43,-82
59,-93
35,-98
34,16
37,68
39,21
62,-90
-43,6
47,68
-38,-91
-66,-30
-65,95
100,-15
-25,-71
-1,-53
15,-60
73,-27
-4,74
-24,-19
-43,-3
-12,-36
-75,-7
-79,-54
-44,29
-58,1
16,51
-22,52
66,-39
53,50
4,-85
82,-91
54,-29
-40,87
47,-20
51,32
2,66
94,92
17,81
57,76
100,-80
-62,70
-41,86
61,87
-23,16
49,-35
-49,-52
30,82
78,32
54,83
-73,51
-83,63
-72,-85
53,-82
52,10
43,-65
46,38
-72,-64
-79,-22
29,75
-2,32
-76,-42
81,-14
-95,1
16,50
-95,85
-24,-13
10,80
24,-7
45,33
14,-20
46,-34
10,-97
-96,2
69,-30
-76,43
-3,-57
20,-19
-98,64
-15,21
-46,-53
-63,-51
-8,-32
-25,-74
-65,-76
-38,-59
-61,48
25,34
-57,8
-57,-28
24,-36
-21,44
-17,57
-37,97
-39,65
-85,-81
-83,-15
81,49
11,26
40,53
53,-99
-25,66
93,-58
-66,27
-61,2
10,86
39,-74
23,-73
-78,52
73,86
48,-31
-44,93
75,9
-45,76
-88,75
31,-65
-95,89
-56,-42
-4,76
-72,44
48,-76
-24,86
22,-91
76,-11
-88,-27
-41,59
14,7
-48,-46
-64,33
73,31
23,88
-35,62
-41,9
43,79
5,-97
-54,12
40,-39
8,44
-87,26
-42,-73
2,34
-58,35
-67,77
-61,-76
-38,43
43,45
-95,-93
63,-49
39,-33
-78,9
-75,-29
-75,70
59,85
-42,-58
-93,47
84,59
-23,12
15,-43
-72,-41
-45,65
-54,-24
-35,-34
-23,54
-77,-76
-92,22
-72,52
8,86
-7,-30
-37,31
-34,89
35,21
47,-75
-25,64
83,83
-21,89
24,43
44,-35
34,-42
92,-96
-52,-66
64,14
-87,25
-61,-78
83,-96
-18,95
83,-93
-28,75
49,87
65,-93
-69,-2
95,-24
-36,-61
-71,88
-53,-93
-51,-81
-65,-53
-46,-56
6,65
58,19
100,57
61,-53
44,-58
48,-8
80,-88
72,37
45,-9
-75,1
-2,63
41,1
73,6
95,12
70,-46
-22,-8
47,28
-58,-4
-39,47
-87,38
75,53
19,20
-75,6
-38,99
0,83
-17,10
-73,-59
-45,-72
99,-14
-87,-28
-63,-53
73,89
-50,97
17,-69
-29,-88
-17,-28
96,26
-100,94
-36,-27
38,-74
69,8
1,-83
-40,-82
-9,73
-13,83
29,65
-91,-38
-89,-44
-61,-45
-54,-28
32,99
62,-76
-66,-50
-60,-7
-29,55
-44,-90
22,21
-19,-84
86,-50
7,-18
10,54
-73,8
-45,35
-82,68
-71,26
39,-51
32,89
78,38
87,48
36,-6
-93,97
-91,21
-91,95
-58,50
98,26
12,-4
-83,-21
-78,2
38,30
69,71
-79,36
57,-65
62,-35
-82,36
-30,58
-72,15
-62,-28
38,-12
93,-80
-30,41
-22,-55
-43,11
-38,51
-31,-93
-86,23
62,-17
14,38
-13,94
-1,38
1,3
79,40
-2,54
16,-27
26,-93
11,-96
-21,91
-96,-80
-70,97
93,-8
86,65
-59,-86
-40,-7
9,3
75,57
-78,38
94,-19
3,-46
80,-10
86,-3
100,56
14,-18
-64,45
45,-11
-20,93
-56,25
-90,73
52,18
-39,50
-12,17
12,-93
90,-94
-97,1
33,-91
37,-53
91,-22
29,67
-75,-5
42,46
-32,17
78,1
52,-92
-58,-1
-7,75
8,80
-74,84
-81,13
-31,16
83,55
-58,-97
-13,-60
-38,67
-77,-53
78,-89
-45,81
29,68
-50,-7
43,-88
-85,-14
94,42
-16,-28
-89,-63
-28,6
17,-52
34,94
4,78
93,39
34,16
49,80
95,19
-36,19
-16,46
72,22
33,27
12,42
79,84
-77,-8
-94,13
-11,-14
76,-94
90,46
-12,73
-52,-20
28,12
6,8
89,-80
14,-4
-24,53
53,-9
43,-35
56,41
70,-5
-8,-34
-33,83
24,-80
-5,-87
-59,11
-45,63
12,-13
53,56
-69,41
72,-63
84,12
-52,26
45,-18
-29,-55
-83,-69
-27,-7
-88,91
58,21
-8,50
11,4
17,58
59,-68
-40,-73
29,-26
-72,58
-55,-89
-6,-55
26,-86
-46,49
25,-82
-99,-74
-92,-100
-52,-67
26,28
30,80
-52,45
84,13
-50,87
-64,-43
53,-2
16,-78
-96,0
22,-73
-60,89
24,6
-100,-55
-26,-90
-40,-33
-100,28
12,34
-60,-13
38,-89
62,81
-35,54
-85,96
26,-12
-22,41
42,88
81,-23
18,-70
36,44
-22,15
-77,32
34,65
-80,86
57,68
-55,13
93,99
6,41
-54,67
-85,24
38,23
-65,9
-60,-29
-78,-29
-32,53
-70,-83
-50,31
1,-85
16,74
95,-30
89,89
-67,70
-74,-78
-73,19
17,97
4,97
-27,-4
-48,-14
81,-42
-48,54
96,77
-28,-53
-10,6
96,51
-12,99
66,-69
-61,-29
29,-56
-62,-82
-33,-64
8,19
93,-59
-93,20
38,94
27,97
9,43
-90,51
-8,34
-32,90
-73,-10
20,66
11,-26
-86,-93
-12,83
-65,45
13,67
24,38
-73,51
-82,28
-63,29
52,-68
-12,21
-96,30
-59,34
43,-68
76,-34
-14,-80
51,79
37,17
32,2
-91,60
-94,57
89,62
-89,-17
70,-26
-50,55
-90,-63
21,-54
-36,96
-64,-24
80,-86
-34,77
-48,15
60,-5
10,-66
10,96
44,-34
23,-83
100,-63
79,-31
24,27
-86,4
59,-93
81,35
-21,-45
17,63
25,-69
46,78
-29,-65
39,39
35,0
17,21
-83,-30
87,36
56,17
-86,-96
30,-22
17,76
40,-50
-11,-18
19,-77
-10,66
-72,2
33,8
92,77
-46,96
1,88
0,95
-91,-100
-42,-29
45,-27
-52,-34
-62,27
-19,46
-100,95
5,-55
-36,-65
-19,-81
-75,56
75,-31
-39,61
99,21
98,-15
-56,-85
-18,2
53,32
64,-3
-49,-15
-8,11
75,44
-34,89
39,-45
72,-47
76,-73
44,-53
-44,-70
14,-84
-87,37
2,4
73,-50
-98,-64
-81,-83
-16,4
-59,64
21,-29
-81,-17
75,0
45,-96
3,-54
99,-31
19,39
-79,-67
91,-98
-11,-68
100,-34
63,-76
19,-4
54,87
-23,28
-30,-21
61,-32
69,-62
-66,10
14,-30
8,-93
23,84
64,36
56,84
9,94
50,71
46,19
31,43
87,81
-95,-40
-83,8
-59,-29
-74,88
26,-44
-24,29
-17,-28
-64,54
-44,82
97,-65
71,-39
-11,-22
-29,-19
14,17
-62,-29
47,-90
49,-55
-44,19
9,-50
34,28
30,48
95,71
36,21
24,19
-42,-50
-77,67
-56,7
42,75
-27,-38
56,-48
-17,48
35,29
18,-7
-42,48
-46,-94
1,-85
77,-5
-97,84
